scenario,scenario_label,T_multiplier,generation,member,nsga2_front,q_total_from_wells,lpr:total_combined:bdpl
baseline,Baseline T,1.0,32,gen=27_member=4473_pso,1,,0.822852
baseline,Baseline T,1.0,32,16,1,,4.48927
baseline,Baseline T,1.0,32,130,1,,4.69071
baseline,Baseline T,1.0,32,gen=28_member=4698_pso,1,,0.948853
baseline,Baseline T,1.0,32,gen=30_member=5150_pso,1,,3.95517
baseline,Baseline T,1.0,32,gen=29_member=4871_pso,1,,0.881544
baseline,Baseline T,1.0,32,gen=22_member=3682_pso,1,,1.28382
baseline,Baseline T,1.0,32,95,1,,4.70127
baseline,Baseline T,1.0,32,gen=26_member=4462_pso,1,,4.03548
baseline,Baseline T,1.0,32,156,1,,4.4265
baseline,Baseline T,1.0,32,gen=30_member=5049_pso,1,,3.08844
baseline,Baseline T,1.0,32,gen=30_member=5052_pso,2,,3.16073
baseline,Baseline T,1.0,32,gen=22_member=3766_pso,1,,4.29711
baseline,Baseline T,1.0,32,gen=24_member=4081_pso,1,,1.4514
baseline,Baseline T,1.0,32,gen=30_member=5050_pso,1,,3.29257
baseline,Baseline T,1.0,32,gen=28_member=4686_pso,2,,1.51576
baseline,Baseline T,1.0,32,gen=28_member=4728_pso,1,,1.21593
baseline,Baseline T,1.0,32,gen=27_member=4566_pso,1,,2.87573
baseline,Baseline T,1.0,32,gen=30_member=5012_pso,1,,1.12551
baseline,Baseline T,1.0,32,gen=30_member=5073_pso,1,,2.06131
baseline,Baseline T,1.0,32,gen=26_member=4346_pso,1,,1.92373
baseline,Baseline T,1.0,32,gen=28_member=4713_pso,1,,3.24753
baseline,Baseline T,1.0,32,gen=30_member=5100_pso,1,,3.49059
baseline,Baseline T,1.0,32,gen=27_member=4610_pso,1,,1.56646
baseline,Baseline T,1.0,32,gen=24_member=4007_pso,1,,3.71607
baseline,Baseline T,1.0,32,gen=30_member=5016_pso,1,,1.02285
baseline,Baseline T,1.0,32,gen=31_member=5227_pso,1,,2.57051
baseline,Baseline T,1.0,32,gen=29_member=4858_pso,1,,4.21539
baseline,Baseline T,1.0,32,gen=27_member=4631_pso,1,,2.28343
baseline,Baseline T,1.0,32,gen=27_member=4492_pso,1,,1.41153
baseline,Baseline T,1.0,32,gen=30_member=5127_pso,1,,3.37989
baseline,Baseline T,1.0,32,gen=27_member=4641_pso,1,,1.86705
baseline,Baseline T,1.0,32,gen=30_member=5111_pso,1,,1.89496
baseline,Baseline T,1.0,32,gen=31_member=5305_pso,1,,2.0912
baseline,Baseline T,1.0,32,gen=29_member=4964_pso,1,,2.91571
baseline,Baseline T,1.0,32,gen=29_member=4835_pso,1,,2.02499
baseline,Baseline T,1.0,32,gen=30_member=4993_pso,1,,1.67593
baseline,Baseline T,1.0,32,gen=12_member=2037_pso,1,,4.34566
baseline,Baseline T,1.0,32,gen=27_member=4525_pso,2,,1.78899
baseline,Baseline T,1.0,32,gen=31_member=5172_pso,1,,3.05159
baseline,Baseline T,1.0,32,gen=31_member=5276_pso,1,,4.10806
baseline,Baseline T,1.0,32,gen=27_member=4484_pso,2,,1.96084
baseline,Baseline T,1.0,32,gen=23_member=3849_pso,2,,4.16744
baseline,Baseline T,1.0,32,gen=30_member=5026_pso,1,,4.14477
baseline,Baseline T,1.0,32,gen=28_member=4755_pso,1,,1.34791
baseline,Baseline T,1.0,32,gen=29_member=4851_pso,1,,3.33985
baseline,Baseline T,1.0,32,gen=22_member=3697_pso,1,,1.52125
baseline,Baseline T,1.0,32,gen=28_member=4806_pso,1,,3.87574
baseline,Baseline T,1.0,32,gen=29_member=4898_pso,1,,3.68037
baseline,Baseline T,1.0,32,gen=30_member=5158_pso,1,,3.90512
baseline,Baseline T,1.0,32,gen=30_member=5130_pso,1,,1.76053
baseline,Baseline T,1.0,32,gen=28_member=4675_pso,1,,3.53195
baseline,Baseline T,1.0,32,gen=22_member=3637_pso,1,,0.992818
baseline,Baseline T,1.0,32,gen=25_member=4256_pso,1,,2.4925
baseline,Baseline T,1.0,32,gen=21_member=3553_pso,1,,4.40432
baseline,Baseline T,1.0,32,gen=30_member=5042_pso,1,,3.58007
baseline,Baseline T,1.0,32,gen=31_member=5281_pso,1,,2.52766
baseline,Baseline T,1.0,32,gen=26_member=4310_pso,2,,3.83651
baseline,Baseline T,1.0,32,gen=27_member=4527_pso,1,,1.08248
baseline,Baseline T,1.0,32,gen=30_member=5089_pso,2,,2.70864
baseline,Baseline T,1.0,32,gen=31_member=5236_pso,1,,3.45611
baseline,Baseline T,1.0,32,gen=30_member=5088_pso,1,,3.79255
baseline,Baseline T,1.0,32,gen=31_member=5214_pso,1,,3.42253
baseline,Baseline T,1.0,32,gen=27_member=4512_pso,1,,2.14205
baseline,Baseline T,1.0,32,gen=23_member=3906_pso,1,,2.59368
baseline,Baseline T,1.0,32,gen=30_member=5155_pso,1,,2.84803
baseline,Baseline T,1.0,32,gen=31_member=5250_pso,1,,2.82385
baseline,Baseline T,1.0,32,gen=30_member=5135_pso,2,,1.81555
baseline,Baseline T,1.0,32,gen=30_member=5123_pso,1,,2.67008
baseline,Baseline T,1.0,32,gen=31_member=5213_pso,1,,2.94698
baseline,Baseline T,1.0,32,gen=28_member=4688_pso,1,,1.37919
baseline,Baseline T,1.0,32,gen=25_member=4278_pso,1,,1.7161
baseline,Baseline T,1.0,32,gen=26_member=4333_pso,2,,1.74051
baseline,Baseline T,1.0,32,gen=29_member=4907_pso,1,,1.5865
baseline,Baseline T,1.0,32,gen=31_member=5306_pso,1,,3.55037
baseline,Baseline T,1.0,32,gen=31_member=5259_pso,1,,2.98521
baseline,Baseline T,1.0,32,gen=24_member=4040_pso,1,,2.63111
baseline,Baseline T,1.0,32,gen=27_member=4574_pso,1,,1.18535
baseline,Baseline T,1.0,32,gen=21_member=3557_pso,1,,2.31919
baseline,Baseline T,1.0,32,gen=25_member=4135_pso,1,,2.40291
baseline,Baseline T,1.0,32,gen=26_member=4445_pso,1,,2.24251
baseline,Baseline T,1.0,32,gen=29_member=4975_pso,1,,1.15006
baseline,Baseline T,1.0,32,gen=27_member=4614_pso,1,,1.43867
baseline,Baseline T,1.0,32,gen=31_member=5198_pso,2,,1.9781
baseline,Baseline T,1.0,32,gen=17_member=2769_pso,1,,2.36249
baseline,Baseline T,1.0,32,gen=27_member=4556_pso,1,,1.31574
baseline,Baseline T,1.0,32,gen=31_member=5211_pso,1,,1.0571
baseline,Baseline T,1.0,32,gen=27_member=4515_pso,1,,3.62338
baseline,Baseline T,1.0,32,gen=31_member=5215_pso,1,,1.63986
baseline,Baseline T,1.0,32,gen=30_member=5059_pso,2,,3.74248
baseline,Baseline T,1.0,32,gen=30_member=5036_pso,1,,4.22756
baseline,Baseline T,1.0,32,gen=28_member=4779_pso,1,,4.04336
baseline,Baseline T,1.0,32,gen=27_member=4622_pso,1,,2.33056
baseline,Baseline T,1.0,32,gen=29_member=4876_pso,1,,2.17068
baseline,Baseline T,1.0,32,gen=28_member=4710_pso,1,,3.77937
baseline,Baseline T,1.0,32,gen=29_member=4983_pso,1,,2.21584
baseline,Baseline T,1.0,32,gen=30_member=4999_pso,1,,2.78942
baseline,Baseline T,1.0,32,gen=29_member=4981_pso,1,,3.75459
baseline,Baseline T,1.0,32,gen=30_member=5124_pso,1,,3.07746
baseline,Baseline T,1.0,32,gen=29_member=4950_pso,1,,3.32307
baseline,Baseline T,1.0,32,gen=27_member=4630_pso,2,,0.85452
baseline,Baseline T,1.0,32,gen=23_member=3814_pso,2,,2.11787
baseline,Baseline T,1.0,32,gen=31_member=5184_pso,1,,3.18882
baseline,Baseline T,1.0,32,gen=29_member=4842_pso,1,,1.6608
baseline,Baseline T,1.0,32,gen=28_member=4718_pso,1,,4.25383
baseline,Baseline T,1.0,32,gen=28_member=4658_pso,1,,1.60794
baseline,Baseline T,1.0,32,gen=29_member=4917_pso,1,,2.20513
baseline,Baseline T,1.0,32,gen=28_member=4785_pso,1,,2.52393
baseline,Baseline T,1.0,32,gen=28_member=4749_pso,1,,1.8378
baseline,Baseline T,1.0,32,gen=30_member=5139_pso,1,,3.46658
baseline,Baseline T,1.0,32,gen=28_member=4802_pso,1,,2.18031
baseline,Baseline T,1.0,32,gen=31_member=5254_pso,1,,3.22713
baseline,Baseline T,1.0,32,gen=29_member=4870_pso,1,,3.02245
baseline,Baseline T,1.0,32,gen=20_member=3280_pso,1,,4.09019
baseline,Baseline T,1.0,32,gen=25_member=4184_pso,1,,2.77482
baseline,Baseline T,1.0,32,gen=27_member=4568_pso,1,,2.37042
baseline,Baseline T,1.0,32,gen=28_member=4720_pso,1,,3.39794
baseline,Baseline T,1.0,32,gen=31_member=5206_pso,1,,1.62221
baseline,Baseline T,1.0,32,gen=20_member=3303_pso,2,,1.30834
baseline,Baseline T,1.0,32,gen=27_member=4543_pso,1,,4.07385
baseline,Baseline T,1.0,32,gen=31_member=5270_pso,2,,4.26625
baseline,Baseline T,1.0,32,gen=21_member=3489_pso,1,,2.46387
baseline,Baseline T,1.0,32,gen=26_member=4449_pso,2,,3.65222
baseline,Baseline T,1.0,32,gen=25_member=4225_pso,1,,1.36878
baseline,Baseline T,1.0,32,gen=29_member=4960_pso,1,,2.65516
baseline,Baseline T,1.0,32,gen=26_member=4385_pso,1,,1.21582
baseline,Baseline T,1.0,32,gen=24_member=4026_pso,1,,0.996373
baseline,Baseline T,1.0,32,gen=28_member=4663_pso,1,,2.995
baseline,Baseline T,1.0,32,gen=30_member=5151_pso,1,,3.85519
baseline,Baseline T,1.0,32,gen=20_member=3413_pso,1,,2.47644
baseline,Baseline T,1.0,32,gen=25_member=4217_pso,1,,2.00064
baseline,Baseline T,1.0,32,gen=26_member=4413_pso,2,,3.01825
baseline,Baseline T,1.0,32,gen=29_member=4890_pso,1,,3.92474
baseline,Baseline T,1.0,32,gen=27_member=4519_pso,1,,2.25947
baseline,Baseline T,1.0,32,gen=19_member=3117_pso,1,,4.35615
baseline,Baseline T,1.0,32,gen=27_member=4615_pso,1,,2.93196
baseline,Baseline T,1.0,32,gen=28_member=4668_pso,1,,3.66622
baseline,Baseline T,1.0,32,gen=28_member=4743_pso,1,,2.72979
baseline,Baseline T,1.0,32,gen=25_member=4224_pso,1,,3.61346
baseline,Baseline T,1.0,32,gen=18_member=3072_pso,1,,4.37912
baseline,Baseline T,1.0,32,gen=28_member=4695_pso,1,,3.20902
baseline,Baseline T,1.0,32,gen=29_member=4826_pso,1,,1.16539
baseline,Baseline T,1.0,32,gen=29_member=4847_pso,2,,3.41232
baseline,Baseline T,1.0,32,gen=31_member=5251_pso,1,,1.71845
baseline,Baseline T,1.0,32,gen=30_member=5075_pso,1,,2.75199
baseline,Baseline T,1.0,32,gen=28_member=4649_pso,1,,2.00587
baseline,Baseline T,1.0,32,gen=26_member=4468_pso,1,,2.83248
baseline,Baseline T,1.0,32,gen=27_member=4602_pso,1,,2.12737
baseline,Baseline T,1.0,32,gen=22_member=3634_pso,1,,2.63496
baseline,Baseline T,1.0,32,gen=29_member=4924_pso,1,,2.58783
baseline,Baseline T,1.0,32,gen=31_member=5196_pso,1,,4.37901
baseline,Baseline T,1.0,32,gen=29_member=4911_pso,1,,2.75415
baseline,Baseline T,1.0,32,gen=24_member=4038_pso,2,,4.16121
baseline,Baseline T,1.0,32,gen=31_member=5217_pso,1,,3.94088
baseline,Baseline T,1.0,32,gen=30_member=5087_pso,1,,1.83191
baseline,Baseline T,1.0,32,gen=24_member=4032_pso,1,,0.838771
baseline,Baseline T,1.0,32,gen=23_member=3947_pso,1,,1.06188
baseline,Baseline T,1.0,32,gen=16_member=2674_pso,1,,1.07911
baseline,Baseline T,1.0,32,gen=26_member=4414_pso,1,,1.1749
baseline,Baseline T,1.0,32,gen=21_member=3499_pso,1,,2.41105
baseline,Baseline T,1.0,32,gen=29_member=4976_pso,1,,2.44488
baseline,Baseline T,1.0,32,gen=31_member=5285_pso,1,,3.53866
baseline,Baseline T,1.0,32,gen=28_member=4719_pso,1,,2.42282
baseline,Baseline T,1.0,32,gen=24_member=3964_pso,1,,3.21396
baseline,Baseline T,1.0,32,gen=30_member=5156_pso,2,,3.17287
baseline,Baseline T,1.0,32,gen=22_member=3646_pso,1,,3.59746
baseline,Baseline T,1.0,32,gen=24_member=3980_pso,1,,2.25623
baseline,Baseline T,1.0,32,gen=24_member=3994_pso,1,,3.32906
baseline,Baseline T,1.0,32,gen=30_member=5132_pso,1,,4.07505
baseline,Baseline T,1.0,32,gen=30_member=5110_pso,1,,3.93251
baseline,Baseline T,1.0,32,gen=28_member=4708_pso,1,,3.59785
baseline,Baseline T,1.0,32,gen=26_member=4344_pso,1,,0.845079
baseline,Baseline T,1.0,32,gen=29_member=4955_pso,1,,2.94244
baseline,Baseline T,1.0,32,gen=26_member=4403_pso,1,,2.66579
baseline,Baseline T,1.0,32,gen=28_member=4763_pso,1,,2.43597
baseline,Baseline T,1.0,32,gen=28_member=4760_pso,1,,2.78683
baseline,Baseline T,1.0,32,gen=29_member=4946_pso,2,,3.65473
baseline,Baseline T,1.0,32,gen=28_member=4750_pso,1,,3.79247
baseline,Baseline T,1.0,32,gen=31_member=5313_pso,1,,2.42918
baseline,Baseline T,1.0,32,gen=23_member=3897_pso,2,,3.17081
baseline,Baseline T,1.0,32,gen=23_member=3839_pso,2,,4.26332
baseline,Baseline T,1.0,32,gen=30_member=5015_pso,1,,2.32421
baseline,Baseline T,1.0,32,gen=28_member=4655_pso,1,,2.71633
baseline,Baseline T,1.0,32,gen=25_member=4290_pso,1,,4.35218
baseline,Baseline T,1.0,32,gen=23_member=3835_pso,1,,3.84633
baseline,Baseline T,1.0,32,gen=28_member=4652_pso,1,,2.72636
baseline,Baseline T,1.0,32,gen=24_member=4008_pso,1,,2.71969
baseline,Baseline T,1.0,32,gen=26_member=4424_pso,1,,2.98829
baseline,Baseline T,1.0,32,gen=28_member=4689_pso,1,,2.44385
baseline,Baseline T,1.0,32,gen=28_member=4761_pso,1,,3.83896
baseline,Baseline T,1.0,32,gen=23_member=3912_pso,1,,2.37031
baseline,Baseline T,1.0,32,gen=23_member=3853_pso,1,,3.84473
baseline,Baseline T,1.0,32,gen=26_member=4334_pso,2,,4.26551
baseline,Baseline T,1.0,32,gen=26_member=4423_pso,1,,2.44423
baseline,Baseline T,1.0,32,gen=32_member=5366_pso,1,,1.95123
baseline,Baseline T,1.0,32,gen=32_member=5438_pso,1,,1.78415
baseline,Baseline T,1.0,32,gen=32_member=5431_pso,1,,4.1467
baseline,Baseline T,1.0,32,gen=32_member=5405_pso,1,,1.47179
baseline,Baseline T,1.0,32,gen=32_member=5494_pso,1,,0.927403
baseline,Baseline T,1.0,32,gen=32_member=5502_pso,1,,2.70371
baseline,Baseline T,1.0,32,gen=32_member=5429_pso,1,,3.8078
baseline,Baseline T,1.0,32,gen=32_member=5452_pso,1,,3.14182
baseline,Baseline T,1.0,32,gen=32_member=5408_pso,1,,3.11143
baseline,Baseline T,1.0,32,gen=32_member=5374_pso,1,,4.26329
baseline,Baseline T,1.0,32,gen=32_member=5387_pso,1,,0.852019
baseline,Baseline T,1.0,32,gen=32_member=5488_pso,1,,3.5142
baseline,Baseline T,1.0,32,gen=32_member=5458_pso,1,,1.73479
baseline,Baseline T,1.0,32,gen=32_member=5402_pso,1,,3.7379
baseline,Baseline T,1.0,32,gen=32_member=5439_pso,1,,2.11437
baseline,Baseline T,1.0,32,gen=32_member=5495_pso,1,,1.29931
baseline,Baseline T,1.0,32,gen=32_member=5493_pso,1,,3.13559
baseline,Baseline T,1.0,32,gen=32_member=5399_pso,1,,3.03619
baseline,Baseline T,1.0,32,gen=32_member=5455_pso,1,,3.64257
baseline,Baseline T,1.0,32,gen=32_member=5373_pso,1,,2.995
baseline,Baseline T,1.0,32,gen=32_member=5355_pso,1,,3.75508
baseline,Baseline T,1.0,32,gen=32_member=5467_pso,1,,3.40923
baseline,Baseline T,1.0,32,gen=32_member=5396_pso,1,,3.65197
baseline,Baseline T,1.0,32,gen=32_member=5457_pso,1,,3.3903
baseline,Baseline T,1.0,32,gen=32_member=5391_pso,1,,2.57343
baseline,Baseline T,1.0,33,152,1,,4.78258
baseline,Baseline T,1.0,33,gen=27_member=4473_pso,1,,0.822852
baseline,Baseline T,1.0,33,16,1,,4.48927
baseline,Baseline T,1.0,33,130,1,,4.69071
baseline,Baseline T,1.0,33,gen=22_member=3697_pso,1,,1.52125
baseline,Baseline T,1.0,33,gen=30_member=5150_pso,1,,3.95517
baseline,Baseline T,1.0,33,95,1,,4.70127
baseline,Baseline T,1.0,33,gen=26_member=4462_pso,1,,4.03548
baseline,Baseline T,1.0,33,156,1,,4.4265
baseline,Baseline T,1.0,33,gen=22_member=3682_pso,1,,1.28382
baseline,Baseline T,1.0,33,gen=22_member=3766_pso,1,,4.29711
baseline,Baseline T,1.0,33,gen=29_member=4858_pso,1,,4.21539
baseline,Baseline T,1.0,33,gen=32_member=5366_pso,1,,1.95123
baseline,Baseline T,1.0,33,gen=30_member=5050_pso,2,,3.29257
baseline,Baseline T,1.0,33,gen=29_member=4871_pso,1,,0.881544
baseline,Baseline T,1.0,33,gen=32_member=5438_pso,1,,1.78415
baseline,Baseline T,1.0,33,gen=32_member=5431_pso,1,,4.1467
baseline,Baseline T,1.0,33,gen=32_member=5405_pso,1,,1.47179
baseline,Baseline T,1.0,33,gen=28_member=4728_pso,1,,1.21593
baseline,Baseline T,1.0,33,gen=27_member=4566_pso,1,,2.87573
baseline,Baseline T,1.0,33,gen=30_member=5012_pso,1,,1.12551
baseline,Baseline T,1.0,33,gen=32_member=5494_pso,1,,0.927403
baseline,Baseline T,1.0,33,gen=31_member=5184_pso,1,,3.18882
baseline,Baseline T,1.0,33,gen=30_member=5073_pso,1,,2.06131
baseline,Baseline T,1.0,33,gen=28_member=4713_pso,1,,3.24753
baseline,Baseline T,1.0,33,gen=28_member=4698_pso,1,,0.948853
baseline,Baseline T,1.0,33,gen=27_member=4610_pso,1,,1.56646
baseline,Baseline T,1.0,33,gen=30_member=5016_pso,1,,1.02285
baseline,Baseline T,1.0,33,gen=27_member=4631_pso,1,,2.28343
baseline,Baseline T,1.0,33,gen=27_member=4492_pso,1,,1.41153
baseline,Baseline T,1.0,33,gen=24_member=4007_pso,1,,3.71607
baseline,Baseline T,1.0,33,gen=27_member=4641_pso,1,,1.86705
baseline,Baseline T,1.0,33,gen=30_member=5111_pso,1,,1.89496
baseline,Baseline T,1.0,33,gen=26_member=4346_pso,2,,1.92373
baseline,Baseline T,1.0,33,gen=29_member=4964_pso,1,,2.91571
baseline,Baseline T,1.0,33,gen=29_member=4835_pso,1,,2.02499
baseline,Baseline T,1.0,33,gen=30_member=4993_pso,1,,1.67593
baseline,Baseline T,1.0,33,gen=12_member=2037_pso,1,,4.34566
baseline,Baseline T,1.0,33,gen=25_member=4217_pso,2,,2.00064
baseline,Baseline T,1.0,33,gen=31_member=5276_pso,1,,4.10806
baseline,Baseline T,1.0,33,gen=30_member=5087_pso,2,,1.83191
baseline,Baseline T,1.0,33,gen=32_member=5452_pso,1,,3.14182
baseline,Baseline T,1.0,33,gen=31_member=5305_pso,1,,2.0912
baseline,Baseline T,1.0,33,gen=28_member=4755_pso,1,,1.34791
baseline,Baseline T,1.0,33,gen=29_member=4851_pso,1,,3.33985
baseline,Baseline T,1.0,33,gen=30_member=5127_pso,1,,3.37989
baseline,Baseline T,1.0,33,gen=28_member=4806_pso,1,,3.87574
baseline,Baseline T,1.0,33,gen=29_member=4898_pso,1,,3.68037
baseline,Baseline T,1.0,33,gen=30_member=5130_pso,2,,1.76053
baseline,Baseline T,1.0,33,gen=30_member=5158_pso,1,,3.90512
baseline,Baseline T,1.0,33,gen=27_member=4556_pso,1,,1.31574
baseline,Baseline T,1.0,33,gen=30_member=5100_pso,1,,3.49059
baseline,Baseline T,1.0,33,gen=22_member=3637_pso,1,,0.992818
baseline,Baseline T,1.0,33,gen=25_member=4256_pso,1,,2.4925
baseline,Baseline T,1.0,33,gen=21_member=3553_pso,1,,4.40432
baseline,Baseline T,1.0,33,gen=32_member=5408_pso,1,,3.11143
baseline,Baseline T,1.0,33,gen=30_member=5042_pso,1,,3.58007
baseline,Baseline T,1.0,33,gen=31_member=5214_pso,1,,3.42253
baseline,Baseline T,1.0,33,gen=31_member=5281_pso,1,,2.52766
baseline,Baseline T,1.0,33,gen=32_member=5429_pso,1,,3.8078
baseline,Baseline T,1.0,33,gen=27_member=4527_pso,1,,1.08248
baseline,Baseline T,1.0,33,gen=32_member=5502_pso,1,,2.70371
baseline,Baseline T,1.0,33,gen=31_member=5227_pso,1,,2.57051
baseline,Baseline T,1.0,33,gen=31_member=5236_pso,1,,3.45611
baseline,Baseline T,1.0,33,gen=27_member=4512_pso,1,,2.14205
baseline,Baseline T,1.0,33,gen=32_member=5374_pso,1,,4.26329
baseline,Baseline T,1.0,33,gen=23_member=3906_pso,1,,2.59368
baseline,Baseline T,1.0,33,gen=30_member=5155_pso,1,,2.84803
baseline,Baseline T,1.0,33,gen=31_member=5250_pso,1,,2.82385
baseline,Baseline T,1.0,33,gen=31_member=5213_pso,1,,2.94698
baseline,Baseline T,1.0,33,gen=28_member=4688_pso,1,,1.37919
baseline,Baseline T,1.0,33,gen=25_member=4278_pso,1,,1.7161
baseline,Baseline T,1.0,33,gen=32_member=5458_pso,2,,1.73479
baseline,Baseline T,1.0,33,gen=29_member=4907_pso,1,,1.5865
baseline,Baseline T,1.0,33,gen=31_member=5306_pso,1,,3.55037
baseline,Baseline T,1.0,33,gen=32_member=5488_pso,1,,3.5142
baseline,Baseline T,1.0,33,gen=31_member=5259_pso,1,,2.98521
baseline,Baseline T,1.0,33,gen=24_member=4040_pso,1,,2.63111
baseline,Baseline T,1.0,33,gen=31_member=5172_pso,1,,3.05159
baseline,Baseline T,1.0,33,gen=29_member=4870_pso,1,,3.02245
baseline,Baseline T,1.0,33,gen=27_member=4574_pso,1,,1.18535
baseline,Baseline T,1.0,33,gen=21_member=3557_pso,1,,2.31919
baseline,Baseline T,1.0,33,gen=25_member=4135_pso,1,,2.40291
baseline,Baseline T,1.0,33,gen=26_member=4445_pso,1,,2.24251
baseline,Baseline T,1.0,33,gen=29_member=4975_pso,1,,1.15006
baseline,Baseline T,1.0,33,gen=27_member=4614_pso,1,,1.43867
baseline,Baseline T,1.0,33,gen=17_member=2769_pso,1,,2.36249
baseline,Baseline T,1.0,33,gen=31_member=5211_pso,1,,1.0571
baseline,Baseline T,1.0,33,gen=30_member=5026_pso,2,,4.14477
baseline,Baseline T,1.0,33,gen=31_member=5215_pso,1,,1.63986
baseline,Baseline T,1.0,33,gen=32_member=5402_pso,1,,3.7379
baseline,Baseline T,1.0,33,gen=30_member=5036_pso,2,,4.22756
baseline,Baseline T,1.0,33,gen=28_member=4779_pso,1,,4.04336
baseline,Baseline T,1.0,33,gen=27_member=4622_pso,1,,2.33056
baseline,Baseline T,1.0,33,gen=29_member=4876_pso,1,,2.17068
baseline,Baseline T,1.0,33,gen=30_member=5123_pso,1,,2.67008
baseline,Baseline T,1.0,33,gen=28_member=4710_pso,1,,3.77937
baseline,Baseline T,1.0,33,gen=29_member=4983_pso,1,,2.21584
baseline,Baseline T,1.0,33,gen=30_member=4999_pso,1,,2.78942
baseline,Baseline T,1.0,33,gen=28_member=4761_pso,1,,3.83896
baseline,Baseline T,1.0,33,gen=30_member=5124_pso,1,,3.07746
baseline,Baseline T,1.0,33,gen=29_member=4950_pso,1,,3.32307
baseline,Baseline T,1.0,33,gen=32_member=5387_pso,1,,0.852019
baseline,Baseline T,1.0,33,gen=32_member=5439_pso,1,,2.11437
baseline,Baseline T,1.0,33,gen=29_member=4842_pso,1,,1.6608
baseline,Baseline T,1.0,33,gen=28_member=4718_pso,2,,4.25383
baseline,Baseline T,1.0,33,gen=28_member=4658_pso,1,,1.60794
baseline,Baseline T,1.0,33,gen=29_member=4917_pso,1,,2.20513
baseline,Baseline T,1.0,33,gen=28_member=4785_pso,1,,2.52393
baseline,Baseline T,1.0,33,gen=28_member=4749_pso,1,,1.8378
baseline,Baseline T,1.0,33,gen=30_member=5139_pso,1,,3.46658
baseline,Baseline T,1.0,33,gen=28_member=4802_pso,2,,2.18031
baseline,Baseline T,1.0,33,gen=30_member=5049_pso,1,,3.08844
baseline,Baseline T,1.0,33,gen=31_member=5254_pso,1,,3.22713
baseline,Baseline T,1.0,33,gen=24_member=4081_pso,1,,1.4514
baseline,Baseline T,1.0,33,gen=20_member=3280_pso,1,,4.09019
baseline,Baseline T,1.0,33,gen=25_member=4184_pso,1,,2.77482
baseline,Baseline T,1.0,33,gen=27_member=4568_pso,1,,2.37042
baseline,Baseline T,1.0,33,gen=31_member=5206_pso,1,,1.62221
baseline,Baseline T,1.0,33,gen=32_member=5495_pso,1,,1.29931
baseline,Baseline T,1.0,33,gen=27_member=4543_pso,1,,4.07385
baseline,Baseline T,1.0,33,gen=21_member=3489_pso,2,,2.46387
baseline,Baseline T,1.0,33,gen=25_member=4225_pso,1,,1.36878
baseline,Baseline T,1.0,33,gen=29_member=4960_pso,1,,2.65516
baseline,Baseline T,1.0,33,gen=26_member=4385_pso,1,,1.21582
baseline,Baseline T,1.0,33,gen=32_member=5493_pso,1,,3.13559
baseline,Baseline T,1.0,33,gen=24_member=4026_pso,2,,0.996373
baseline,Baseline T,1.0,33,gen=30_member=5151_pso,1,,3.85519
baseline,Baseline T,1.0,33,gen=32_member=5399_pso,2,,3.03619
baseline,Baseline T,1.0,33,gen=27_member=4515_pso,1,,3.62338
baseline,Baseline T,1.0,33,gen=20_member=3413_pso,1,,2.47644
baseline,Baseline T,1.0,33,gen=32_member=5455_pso,1,,3.64257
baseline,Baseline T,1.0,33,gen=28_member=4668_pso,1,,3.66622
baseline,Baseline T,1.0,33,gen=27_member=4602_pso,1,,2.12737
baseline,Baseline T,1.0,33,gen=32_member=5373_pso,1,,2.995
baseline,Baseline T,1.0,33,gen=29_member=4890_pso,1,,3.92474
baseline,Baseline T,1.0,33,gen=27_member=4519_pso,1,,2.25947
baseline,Baseline T,1.0,33,gen=19_member=3117_pso,1,,4.35615
baseline,Baseline T,1.0,33,gen=27_member=4615_pso,1,,2.93196
baseline,Baseline T,1.0,33,gen=28_member=4743_pso,1,,2.72979
baseline,Baseline T,1.0,33,gen=25_member=4224_pso,1,,3.61346
baseline,Baseline T,1.0,33,gen=18_member=3072_pso,1,,4.37912
baseline,Baseline T,1.0,33,gen=28_member=4695_pso,1,,3.20902
baseline,Baseline T,1.0,33,gen=29_member=4826_pso,1,,1.16539
baseline,Baseline T,1.0,33,gen=32_member=5355_pso,1,,3.75508
baseline,Baseline T,1.0,33,gen=32_member=5467_pso,1,,3.40923
